Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-04-06T13:21:31.934Z","","","Included","claude-4.6-opus-max-thinking","No","96420","10","660731","2037","759198","Included"
"2026-04-06T13:14:20.770Z","","","Included","claude-4.6-opus-max-thinking","No","89865","6","263924","1266","355061","Included"
"2026-04-06T12:58:03.502Z","","","Included","claude-4.6-opus-max-thinking","No","8977","15","1052031","4206","1065229","Included"
"2026-04-06T12:56:43.740Z","","","Included","claude-4.6-opus-max-thinking","No","9292","5","209103","2191","220591","Included"
"2026-04-06T12:54:24.643Z","","","Included","claude-4.6-opus-max-thinking","No","1326","3","65101","407","66837","Included"
"2026-04-06T12:52:58.495Z","","","Included","claude-4.6-opus-max-thinking","No","847","3","64254","844","65948","Included"
"2026-04-06T12:48:34.198Z","","","Included","claude-4.6-opus-max-thinking","No","16078","13","591564","4935","612590","Included"
"2026-04-06T12:46:39.094Z","","","Included","claude-4.6-opus-max-thinking","No","36174","6571","793132","11002","846879","Included"
"2026-04-06T12:41:28.925Z","","","Included","claude-4.6-opus-max-thinking","No","183504","144215","914477","11997","1254193","Included"
"2026-04-06T12:29:53.812Z","","","Included","claude-4.6-opus-max-thinking","No","26349","74776","7180779","28313","7310217","Included"
"2026-04-06T12:23:18.957Z","","","Included","claude-4.6-opus-max-thinking","No","154777","53","6564017","17761","6736608","Included"
"2026-04-06T12:22:17.995Z","","","Included","composer-2-fast","No","0","486","60288","647","61421","Included"
"2026-04-06T12:19:14.223Z","","","Included","composer-2-fast","No","0","420","59072","827","60319","Included"
"2026-04-06T12:16:59.951Z","","","Included","composer-2-fast","No","0","50602","7744","747","59093","Included"
"2026-04-06T12:16:14.632Z","","","Included","composer-2-fast","No","0","3960","590976","2209","597145","Included"
"2026-04-06T12:12:34.326Z","","","Included","composer-2-fast","No","0","136277","428032","1901","566210","Included"
"2026-04-06T12:11:11.947Z","","","Included","composer-2-fast","No","0","39308","1335872","11593","1386773","Included"
"2026-04-06T12:08:18.379Z","","","Included","composer-2-fast","No","0","19227","36960","7811","63998","Included"
"2026-04-06T12:08:06.261Z","","","Included","claude-4.6-opus-max-thinking","No","23483","12","913583","7007","944085","Included"
"2026-04-06T12:05:30.432Z","","","Included","claude-4.6-opus-max-thinking","No","79476","4","77619","2695","159794","Included"
"2026-04-06T11:57:53.617Z","","","Included","claude-4.6-opus-max-thinking","No","74370","7","276467","2746","353590","Included"
"2026-04-06T11:56:47.659Z","","","Included","claude-4.6-opus-max-thinking","No","28108","1890","1450754","14460","1495212","Included"
"2026-04-06T11:55:09.279Z","","","Included","claude-4.6-opus-max-thinking","No","61183","3853","2628771","21096","2714903","Included"
"2026-04-06T11:55:04.798Z","","","Included","claude-4.6-opus-max-thinking","No","200223","157505","1437177","9920","1804825","Included"
"2026-04-06T11:46:06.908Z","","","Included","composer-2-fast","No","0","31854","116032","1635","149521","Included"
"2026-04-06T11:44:57.435Z","","","Included","claude-4.6-opus-max-thinking","No","371634","138130","360049","14259","884072","Included"
"2026-04-06T11:14:35.189Z","","","Included","claude-4.6-opus-max-thinking","No","178933","13","1750318","3840","1933104","Included"
"2026-04-06T10:55:51.060Z","","","Included","claude-4.6-opus-max-thinking","No","160830","37","4937010","19467","5117344","Included"
"2026-04-06T10:55:04.045Z","","","Included","composer-2-fast","No","0","125757","777696","10306","913759","Included"
"2026-04-06T10:54:43.117Z","","","Errored, No Charge","claude-4.6-opus-max-thinking","No","0","0","0","0","0","-"
"2026-04-06T10:51:45.329Z","","","Included","claude-4.6-opus-max-thinking","No","125652","10","820555","6914","953131","Included"
"2026-04-06T10:46:31.334Z","","","Included","claude-4.6-opus-max-thinking","No","109687","16","1095140","7170","1212013","Included"
"2026-04-06T10:43:09.331Z","","","Included","claude-4.6-opus-max-thinking","No","126594","11","580825","5945","713375","Included"
"2026-04-06T10:42:20.684Z","","","Included","composer-2-fast","No","0","105986","1903872","7843","2017701","Included"
"2026-04-06T10:38:06.885Z","","","Included","claude-4.6-opus-max-thinking","No","90243","9","658481","3307","752040","Included"
"2026-04-06T10:33:44.240Z","","","Included","composer-2-fast","No","0","17126","1031424","15700","1064250","Included"
"2026-04-06T10:30:53.153Z","","","Included","composer-2-fast","No","0","59717","340416","3717","403850","Included"
"2026-04-06T10:30:25.693Z","","","Included","claude-4.6-opus-max-thinking","No","53765","17","957164","13109","1024055","Included"
"2026-04-06T10:25:36.465Z","","","Included","claude-4.6-opus-max-thinking","No","618","3","94450","474","95545","Included"
"2026-04-06T10:21:11.483Z","","","Included","claude-4.6-opus-max-thinking","No","49100","118990","1499301","14909","1682300","Included"
"2026-04-06T10:15:47.152Z","","","Included","claude-4.6-opus-max-thinking","No","75093","24","1334076","25928","1435121","Included"
"2026-04-06T10:15:24.190Z","","","Included","claude-4.6-opus-max-thinking","No","16250","8","1009901","8779","1034938","Included"
"2026-04-06T10:14:10.098Z","","","Included","composer-2","No","0","41200","165888","1734","208822","Included"
"2026-04-06T10:09:07.100Z","","","Included","claude-4.6-opus-max-thinking","No","160572","34","4768237","12808","4941651","Included"
"2026-04-06T10:04:19.373Z","","","Included","claude-4.6-opus-max-thinking","No","42670","6","108642","8724","160042","Included"
"2026-04-06T10:04:08.834Z","","","Included","claude-4.6-opus-max-thinking","No","46097","11","319447","9210","374765","Included"
"2026-04-06T10:04:02.272Z","","","Included","claude-4.6-opus-max-thinking","No","15799","4","43878","26109","85790","Included"
"2026-04-06T10:03:52.385Z","","","Included","claude-4.6-opus-max-thinking","No","47664","8","200940","5188","253800","Included"
"2026-04-06T09:56:54.299Z","","","Included","claude-4.6-opus-max-thinking","No","132172","19","1961703","17689","2111583","Included"
"2026-04-06T08:32:35.382Z","","","Included","claude-4.6-opus-max-thinking","No","24614","5","476485","20372","521476","Included"
"2026-04-06T08:21:34.339Z","","","Included","claude-4.6-opus-max-thinking","No","44473","16","706634","15756","766879","Included"
"2026-04-06T08:21:34.309Z","","","Included","claude-4.6-opus-max-thinking","No","179652","9","249158","59417","488236","Included"
"2026-04-06T08:21:33.488Z","","","Included","claude-4.6-opus-max-thinking","No","78609","8","292960","42562","414139","Included"
"2026-04-06T08:21:33.199Z","","","Included","claude-4.6-opus-max-thinking","No","22061","5","81821","2472","106359","Included"
"2026-04-06T08:21:33.159Z","","","Included","claude-4.6-opus-max-thinking","No","15054","5","73890","2461","91410","Included"
"2026-04-06T08:21:25.968Z","","","Included","claude-4.6-opus-max-thinking","No","262316","91300","1088596","7207","1449419","Included"
"2026-04-06T08:14:32.388Z","","","Included","claude-4.6-opus-max-thinking","No","117113","8","324544","79557","521222","Included"
"2026-04-06T08:13:54.541Z","","","Included","claude-4.6-opus-max-thinking","No","150303","9","635095","93657","879064","Included"
"2026-04-06T08:13:18.765Z","","","Included","claude-4.6-opus-max-thinking","No","75630","63","4135360","38767","4249820","Included"
"2026-04-06T08:12:22.513Z","","","Included","claude-4.6-opus-max-thinking","No","84315","6","101903","29348","215572","Included"
"2026-04-06T08:11:51.267Z","","","Included","claude-4.6-opus-max-thinking","No","73188","21","1013486","33065","1119760","Included"
"2026-04-06T08:01:14.514Z","","","Included","claude-4.6-opus-max-thinking","No","33592","7","673363","47870","754832","Included"
"2026-04-06T08:01:01.194Z","","","Included","claude-4.6-opus-max-thinking","No","121591","4","120030","4722","246347","Included"
"2026-04-06T07:57:57.778Z","","","Included","claude-4.6-opus-max-thinking","No","110949","10","735358","6008","852325","Included"
"2026-04-06T07:52:18.883Z","","","Included","composer-2-fast","No","0","22136","331552","5960","359648","Included"
"2026-04-06T07:52:07.742Z","","","Included","claude-4.6-opus-max-thinking","No","93166","8","241579","9091","343844","Included"
"2026-04-06T07:46:19.338Z","","","Included","composer-2-fast","No","0","151775","1288480","6992","1447247","Included"
"2026-04-06T07:26:17.046Z","","","Included","composer-2-fast","No","0","3235","2048704","12596","2064535","Included"
"2026-04-06T07:23:39.443Z","","","Included","composer-2-fast","No","0","0","0","0","0","Included"
"2026-04-06T07:21:35.192Z","","","Included","composer-2-fast","No","0","0","0","0","0","Included"
"2026-04-06T07:17:55.267Z","","","Included","composer-2-fast","No","0","113028","1733120","14167","1860315","Included"
"2026-04-06T07:15:55.014Z","","","Included","claude-4.6-opus-max-thinking","No","157507","20","2283175","2974","2443676","Included"
"2026-04-06T07:11:07.175Z","","","Included","claude-4.6-opus-max-thinking","No","6994","7","719508","3259","729768","Included"
"2026-04-06T07:10:38.961Z","","","Included","claude-4.6-opus-max-thinking","No","836","3","140005","423","141267","Included"
"2026-04-06T07:09:28.491Z","","","Included","claude-4.6-opus-max-thinking","No","6063","9","954752","1323","962147","Included"
"2026-04-06T07:06:19.494Z","","","Included","composer-2-fast","No","0","6411","50752","3433","60596","Included"
"2026-04-06T07:05:20.323Z","","","Included","composer-2-fast","No","0","30346","209248","6081","245675","Included"
"2026-04-06T07:04:41.615Z","","","Included","claude-4.6-opus-max-thinking","No","133942","6","380791","1972","516711","Included"
"2026-04-06T06:59:39.198Z","","","Included","composer-2-fast","No","0","120216","1655456","8686","1784358","Included"
"2026-04-06T06:47:30.208Z","","","Included","composer-2-fast","No","0","40784","1226880","8089","1275753","Included"
"2026-04-06T06:46:20.019Z","","","Included","composer-2-fast","No","0","9434","187616","2922","199972","Included"
"2026-04-06T06:43:02.090Z","","","Included","composer-2-fast","No","0","48493","810464","8377","867334","Included"
"2026-04-06T06:17:28.224Z","","","Included","composer-2","No","0","21624","143872","3637","169133","Included"
"2026-04-06T06:17:27.734Z","","","Included","composer-2","No","0","24559","159744","2578","186881","Included"
"2026-04-06T06:17:21.818Z","","","Included","composer-2-fast","No","0","15058","38720","3474","57252","Included"
"2026-04-06T06:14:51.148Z","","","Included","composer-2-fast","No","0","26709","1141696","14092","1182497","Included"
"2026-04-06T05:35:31.303Z","","","Included","claude-4.6-opus-max-thinking","No","4364","12","1184353","1989","1190718","Included"
"2026-04-06T05:29:14.159Z","","","Included","claude-4.6-opus-max-thinking","No","16121","10","867058","5792","888981","Included"
"2026-04-06T05:27:36.640Z","","","Included","claude-4.6-opus-max-thinking","No","0","0","0","0","0","Included"
"2026-04-06T05:22:03.129Z","","","Included","claude-4.6-opus-max-thinking","No","99885","27","2172874","14251","2287037","Included"
"2026-04-06T05:09:04.234Z","","","Included","composer-2-fast","No","0","15324","87200","3822","106346","Included"
"2026-04-06T05:08:45.998Z","","","Included","claude-4.6-opus-max-thinking","No","63626","15","689149","4518","757308","Included"
"2026-04-06T05:06:43.517Z","","","Included","claude-4.6-opus-max-thinking","No","4738","8","267862","2185","274793","Included"
"2026-04-06T04:59:24.126Z","","","Included","claude-4.6-opus-max-thinking","No","31335","147785","2009626","15495","2204241","Included"
"2026-04-06T04:56:48.230Z","","","Included","claude-4.6-opus-max-thinking","No","3682","6","87146","541","91375","Included"
"2026-04-06T04:56:04.120Z","","","Included","claude-4.6-opus-max-thinking","No","190479","4","164977","5774","361234","Included"
"2026-04-06T04:51:18.839Z","","","Included","agent_review","No","125139","84397","4447355","10728","4667619","Included"
"2026-04-06T04:50:29.583Z","","","Included","claude-4.6-opus-max-thinking","No","10982","5","455409","6481","472877","Included"
"2026-04-06T04:48:49.601Z","","","Included","claude-4.6-opus-max-thinking","No","8540","13","1603412","2265","1614230","Included"
"2026-04-06T04:47:53.056Z","","","Included","claude-4.6-opus-max-thinking","No","143162","8","420308","1740","565218","Included"
"2026-04-06T04:45:37.354Z","","","Included","claude-4.6-opus-max-thinking","No","2506","3","135688","673","138870","Included"
"2026-04-06T04:42:52.686Z","","","Included","claude-4.6-opus-max-thinking","No","14764","17","1973171","4220","1992172","Included"
"2026-04-06T04:40:14.177Z","","","Included","claude-4.6-opus-max-thinking","No","126376","7","242137","4725","373245","Included"
"2026-04-06T04:38:37.131Z","","","Included","claude-4.6-opus-max-thinking","No","3414","6","474829","898","479147","Included"
"2026-04-06T04:35:35.557Z","","","Included","claude-4.6-opus-max-thinking","No","16422","16","1571735","3310","1591483","Included"
"2026-04-06T04:32:03.876Z","","","Included","claude-4.6-opus-max-thinking","No","107986","11","618566","6319","732882","Included"
"2026-04-06T04:30:36.136Z","","","Included","claude-4.6-opus-max-thinking","No","886","3","98261","675","99825","Included"
"2026-04-06T04:25:48.579Z","","","Included","claude-4.6-opus-max-thinking","No","19666","23","1923824","9301","1952814","Included"
"2026-04-06T04:20:53.574Z","","","Included","claude-4.6-opus-max-thinking","No","18855","14","839928","7747","866544","Included"
"2026-04-06T04:16:58.901Z","","","Included","claude-4.6-opus-max-thinking","No","40383","14","616703","7286","664386","Included"
"2026-04-06T04:11:53.755Z","","","Included","claude-4.6-opus-max-thinking","No","218224","4609","611545","20092","854470","Included"
"2026-04-06T04:09:08.872Z","","","Included","claude-4.6-opus-max-thinking","No","1549","3341","884455","5947","895292","Included"
"2026-04-06T04:06:22.730Z","","","Included","claude-4.6-opus-max-thinking","No","2013","141434","553267","6643","703357","Included"
"2026-04-06T03:57:02.307Z","","","Included","claude-4.6-opus-max-thinking","No","183550","103625","2375879","29085","2692139","Included"
"2026-04-06T03:39:31.931Z","","","Included","claude-4.6-opus-max-thinking","No","135444","33","3585526","38741","3759744","Included"
"2026-04-06T03:32:58.999Z","","","Included","claude-4.6-opus-max-thinking","No","55488","7","167475","7725","230695","Included"
"2026-04-06T03:06:24.438Z","","","Included","claude-4.6-opus-max-thinking","No","15757","3","19247","1175","36182","Included"
"2026-04-06T03:04:34.592Z","","","Included","claude-4.6-opus-max-thinking","No","37235","3","0","931","38169","Included"
"2026-04-06T03:01:58.734Z","","","Included","composer-2-fast","No","0","19280","229888","3598","252766","Included"
"2026-04-06T03:01:54.644Z","","","Included","composer-2-fast","No","0","21608","134816","3388","159812","Included"
"2026-04-06T03:01:33.518Z","","","Included","claude-4.6-opus-max-thinking","No","58057","13","151583","2977","212630","Included"
"2026-04-06T02:59:11.834Z","","","Included","composer-2-fast","No","0","0","0","0","0","Included"
"2026-04-06T02:58:56.830Z","","","Included","composer-2-fast","No","0","0","0","0","0","Included"
"2026-04-06T02:58:22.822Z","","","Included","composer-2-fast","No","0","0","0","0","0","Included"
"2026-04-06T02:57:56.529Z","","","Included","composer-2-fast","No","0","0","0","0","0","Included"
"2026-04-06T02:56:21.047Z","","","Included","claude-4.6-opus-max-thinking","No","0","0","0","0","0","Included"
"2026-04-06T02:55:20.058Z","","","Included","claude-4.6-opus-max-thinking","No","0","0","0","0","0","Included"
"2026-04-06T02:49:59.226Z","","","Included","composer-2-fast","No","0","13444","114176","1586","129206","Included"
"2026-04-06T02:48:14.915Z","","","Included","claude-4.6-opus-max-thinking","No","68972","127145","5034889","21132","5252138","Included"
"2026-04-06T02:46:45.030Z","","","Included","composer-2-fast","No","0","33754","299552","4714","338020","Included"
"2026-04-06T02:46:18.018Z","","","Included","claude-4.6-opus-max-thinking","No","161881","7","311589","2602","476079","Included"
"2026-04-06T02:45:19.298Z","","","Included","claude-4.6-opus-max-thinking","No","854","3","153892","591","155340","Included"
"2026-04-06T02:44:27.335Z","","","Included","claude-4.6-opus-max-thinking","No","722","3","153170","443","154338","Included"
"2026-04-06T02:43:05.176Z","","","Included","claude-4.6-opus-max-thinking","No","153170","4","152313","498","305985","Included"
"2026-04-06T02:26:46.039Z","","","Included","claude-4.6-opus-max-thinking","No","11486","12","1466915","2492","1480905","Included"
"2026-04-06T02:22:40.688Z","","","Included","claude-4.6-opus-max-thinking","No","142369","5","281876","1261","425511","Included"
"2026-04-06T02:20:24.849Z","","","Included","claude-4.6-opus-max-thinking","No","139509","13","1363273","5271","1508066","Included"
"2026-04-06T02:12:00.701Z","","","Included","claude-4.6-opus-max-thinking","No","122253","3","0","975","123231","Included"
"2026-04-06T02:04:50.550Z","","","Included","claude-4.6-opus-max-thinking","No","29132","23","2293549","7398","2330102","Included"
"2026-04-06T02:03:41.101Z","","","Included","composer-2-fast","No","0","5702","22304","2405","30411","Included"
"2026-04-06T02:02:18.486Z","","","Included","composer-2-fast","No","0","16052","52832","2428","71312","Included"
"2026-04-06T02:01:52.992Z","","","Included","claude-4.6-opus-max-thinking","No","96954","6","276491","3844","377295","Included"
"2026-04-06T01:57:53.380Z","","","Included","claude-4.6-opus-max-thinking","No","17902","21","1554439","7066","1579428","Included"
"2026-04-06T01:47:14.014Z","","","Included","claude-4.6-opus-max-thinking","No","232131","127807","5041295","32743","5433976","Included"
"2026-04-05T17:33:00.289Z","","","Included","claude-4.6-opus-max-thinking","No","10234","8","971092","2639","983973","Included"
"2026-04-05T17:30:50.359Z","","","Included","claude-4.6-opus-max-thinking","No","828","3","155504","2749","159084","Included"
"2026-04-05T17:29:42.496Z","","","Included","composer-2-fast","No","0","5089","7616","290","12995","Included"
"2026-04-05T17:28:21.331Z","","","Included","claude-4.6-opus-max-thinking","No","12885","12","1514432","3669","1530998","Included"
"2026-04-05T17:24:38.384Z","","","Included","claude-4.6-opus-max-thinking","No","17736","6","537478","6824","562044","Included"
"2026-04-05T17:15:11.021Z","","","Included","composer-2-fast","No","0","10942","44928","13311","69181","Included"
"2026-04-05T17:15:07.943Z","","","Included","composer-2-fast","No","0","9690","21952","15931","47573","Included"
"2026-04-05T17:15:05.074Z","","","Included","composer-2-fast","No","0","6061","5024","465","11550","Included"
"2026-04-05T17:14:42.631Z","","","Included","claude-4.6-opus-max-thinking","No","193231","10","668778","10299","872318","Included"
"2026-04-05T17:11:47.627Z","","","Included","claude-4.6-opus-max-thinking","No","582","3","62957","3470","67012","Included"
"2026-04-05T17:10:40.695Z","","","Included","claude-4.6-opus-max-thinking","No","63533","3","0","8","63544","Included"
"2026-04-05T17:03:10.722Z","","","Included","claude-4.6-opus-max-thinking","No","55680","3","0","7374","63057","Included"
"2026-04-05T16:51:24.318Z","","","Included","claude-4.6-opus-max-thinking","No","61422","9847","105507","14439","191215","Included"
"2026-04-05T16:43:08.063Z","","","Included","claude-4.6-opus-max-thinking","No","571","168687","211457","9593","390308","Included"
"2026-04-05T16:42:55.332Z","","","Errored, No Charge","claude-4.6-opus-max-thinking","No","0","0","0","0","0","-"
